"Invoice";"InboundDate";"Supplier";"OrderDate";"InvoiceDate"
"FFCC181900";"2018-05-30";"PROV1441";"2018-04-19";"2018-06-02"
"FFCC181902";"2018-05-25";"PROV40000187";"2018-04-26";"2018-05-28"
"FFCC181903";"2018-05-15";"PROV40000187";"2018-03-21";"2018-05-18"
"FFCC181907";"2018-05-31";"PROV40000187";"2018-04-16";"2018-06-03"
"FFCC181913";"2018-05-31";"PROV1129";"2018-05-04";"2018-06-03"
"FFCC181914";"2018-05-11";"PROV40000520";"2018-04-04";"2018-05-14"
"FFCC181918";"2018-06-07";"PROV2094";"2018-05-22";"2018-06-10"
"FFCC181921";"2018-05-31";"PROV1895";"2018-05-02";"2018-06-03"
"FFCC181926";"2018-05-16";"PROV40001825";"2018-04-17";"2018-05-19"
"FFCC181934";"2018-06-08";"PROV41000980";"2018-05-05";"2018-06-11"
"FFCC181936";"2018-06-08";"PROV1734";"2018-05-01";"2018-06-11"
"FFCC181937";"2018-05-31";"PROV40002220";"2018-05-14";"2018-06-03"
"FFCC181945";"2018-06-02";"PROV40002330";"2018-04-23";"2018-06-05"
"FFCC181967";"2018-05-31";"PROV1014";"2018-05-07";"2018-06-03"
"FFCC181968";"2018-06-07";"PROV1650";"2018-04-17";"2018-06-10"
"FFCC181987";"2018-06-05";"PROV1756";"2018-05-24";"2018-06-08"
"FFCC181990";"2018-06-01";"PROV40000500";"2018-04-27";"2018-06-04"
"FFCC181993";"2018-06-07";"PROV1938";"2018-05-29";"2018-06-10"
"FFCC182001";"2018-06-08";"PROV40000520";"2018-05-10";"2018-06-11"
"FFCC182002";"2018-06-08";"PROV40000850";"2018-05-28";"2018-06-11"
"FFCC182010";"2018-06-15";"PROV40001470";"2018-05-28";"2018-06-18"
"FFCC182050";"2018-06-15";"PROV40000520";"2018-05-05";"2018-06-18"
"FFCC182052";"2018-06-15";"PROV40000850";"2018-05-07";"2018-06-18"
"FFCC182053";"2018-06-07";"PROV1397";"2018-05-01";"2018-06-10"
"FFCC182055";"2018-06-01";"PROV1398";"2018-05-12";"2018-06-04"
"FFCC182058";"2018-06-14";"PROV1938";"2018-05-14";"2018-06-17"
"FFCC182059";"2018-06-01";"PROV1485";"2018-05-12";"2018-06-04"
"FFCC182086";"2018-06-01";"PROV1475";"2018-05-27";"2018-06-04"
"FFCC182096";"2018-06-01";"PROV1976";"2018-05-14";"2018-06-04"
"FFCC182097";"2018-06-15";"PROV1465";"2018-05-09";"2018-06-18"
"FFCC182103";"2018-06-01";"PROV40001000";"2018-05-24";"2018-06-04"
"FFCC182104";"2018-06-01";"PROV40001000";"2018-05-20";"2018-06-04"
"FFCC182105";"2018-06-12";"PROV1014";"2018-05-10";"2018-06-15"
"FFCC182106";"2018-06-12";"PROV1014";"2018-05-01";"2018-06-15"
"FFCC182107";"2018-06-15";"PROV1900";"2018-04-29";"2018-06-18"
"FFCC182111";"2018-06-06";"PROV1649";"2018-05-12";"2018-06-09"
"FFCC182113";"2018-06-11";"PROV1875";"2018-05-14";"2018-06-14"
"FFCC182115";"2018-06-14";"PROV1397";"2018-04-29";"2018-06-17"
"FFCC182121";"2018-06-22";"PROV40000520";"2018-06-01";"2018-06-25"
"FFCC182129";"2018-06-25";"PROV40002720";"2018-05-27";"2018-06-28"
"FFCC182132";"2018-06-22";"PROV40000850";"2018-06-02";"2018-06-25"
"FFCC182138";"2018-06-16";"PROV40002330";"2018-06-06";"2018-06-19"
"FFCC182140";"2018-06-01";"PROV1585";"2018-04-24";"2018-06-04"
"FFCC182144";"2018-06-01";"PROV1003";"2018-05-15";"2018-06-04"
"FFCC182146";"2018-06-13";"PROV1441";"2018-05-01";"2018-06-16"
"FFCC182160";"2018-06-23";"PROV40002330";"2018-05-03";"2018-06-26"
"FFCC182163";"2018-06-25";"PROV40000187";"2018-06-14";"2018-06-28"
"FFCC182164";"2018-06-15";"PROV40000187";"2018-06-06";"2018-06-18"
"FFCC182185";"2018-06-21";"PROV1938";"2018-05-16";"2018-06-24"
"FFCC182186";"2018-06-29";"PROV1558";"2018-06-19";"2018-07-02"
"FFCC182196";"2018-06-30";"PROV40001470";"2018-05-27";"2018-07-03"
"FFCC182200";"2018-06-30";"PROV40002065";"2018-06-16";"2018-07-03"
"FFCC182206";"2018-06-30";"PROV40000850";"2018-05-07";"2018-07-03"
"FFCC182208";"2018-06-27";"PROV1441";"2018-06-01";"2018-06-30"
"FFCC182214";"2018-06-30";"PROV1129";"2018-05-09";"2018-07-03"
"FFCC182216";"2018-06-22";"PROV40000500";"2018-06-05";"2018-06-25"
"FFCC182218";"2018-06-20";"PROV1027";"2018-05-01";"2018-06-23"
"FFCC182222";"2018-06-01";"PROV1936";"2018-05-05";"2018-06-04"
"FFCC182225";"2018-06-01";"PROV1485";"2018-04-30";"2018-06-04"
"FFCC182227";"2018-06-25";"PROV2017";"2018-05-01";"2018-06-28"
"FFCC182229";"2018-06-29";"PROV1528";"2018-05-31";"2018-07-02"
"FFCC182238";"2018-06-29";"PROV1027";"2018-06-01";"2018-07-02"
"FFCC182241";"2018-06-28";"PROV1976";"2018-06-06";"2018-07-01"
"FFCC182262";"2018-06-01";"PROV1875";"2018-04-24";"2018-06-04"
"FFCC182266";"2018-06-29";"PROV40000500";"2018-06-25";"2018-07-02"
"FFCC182299";"2018-06-29";"PROV1485";"2018-06-18";"2018-07-02"
"FFCC182328";"2018-06-30";"PROV40000187";"2018-05-28";"2018-07-03"
"FFCC182331";"2018-06-01";"PROV1475";"2018-05-10";"2018-06-04"
"FFCC182334";"2018-06-29";"PROV1484";"2018-06-14";"2018-07-02"
"FFCC182335";"2018-06-27";"PROV1585";"2018-05-12";"2018-06-30"
"FFCC182338";"2018-06-01";"PROV1734";"2018-05-19";"2018-06-04"
"FFCC182339";"2018-06-25";"PROV40002220";"2018-06-20";"2018-06-28"
"FFCC182341";"2018-06-30";"PROV41000980";"2018-05-18";"2018-07-03"
"FFCC182347";"2018-06-30";"PROV40000520";"2018-05-20";"2018-07-03"
"FFCC182350";"2018-06-01";"PROV1428";"2018-05-03";"2018-06-04"
"FFCC182351";"2018-06-14";"PROV1428";"2018-06-01";"2018-06-17"
"FFCC182353";"2018-06-01";"PROV1398";"2018-04-24";"2018-06-04"
"FFCC182381";"2018-07-01";"PROV40001825";"2018-05-16";"2018-07-04"
"FFCC182382";"2018-07-01";"PROV40001825";"2018-05-07";"2018-07-04"
"FFCC182383";"2018-07-06";"PROV40000520";"2018-05-30";"2018-07-09"
"FFCC182386";"2018-07-15";"PROV40000520";"2018-06-15";"2018-07-18"
"FFCC182389";"2018-07-06";"PROV40000850";"2018-06-02";"2018-07-09"
"FFCC182392";"2018-07-15";"PROV1129";"2018-06-14";"2018-07-18"
"FFCC182396";"2018-07-01";"PROV1014";"2018-05-16";"2018-07-04"
"FFCC182401";"2018-07-18";"PROV1585";"2018-06-13";"2018-07-21"
"FFCC182403";"2018-07-15";"PROV40000850";"2018-06-25";"2018-07-18"
"FFCC182407";"2018-07-06";"PROV40000500";"2018-06-02";"2018-07-09"
"FFCC182408";"2018-07-01";"PROV1485";"2018-05-07";"2018-07-04"
"FFCC182410";"2018-07-06";"PROV1976";"2018-06-14";"2018-07-09"
"FFCC182413";"2018-07-02";"PROV1756";"2018-05-15";"2018-07-05"
"FFCC182414";"2018-07-01";"PROV1875";"2018-05-26";"2018-07-04"
"FFCC182416";"2018-07-01";"PROV1398";"2018-05-24";"2018-07-04"
"FFCC182419";"2018-07-01";"PROV1428";"2018-05-28";"2018-07-04"
"FFCC182423";"2018-07-01";"PROV1485";"2018-05-30";"2018-07-04"
"FFCC182426";"2018-07-01";"PROV2017";"2018-05-21";"2018-07-04"
"FFCC182433";"2018-07-01";"PROV1964";"2018-06-13";"2018-07-04"
"FFCC182436";"2018-07-09";"PROV40002330";"2018-06-29";"2018-07-12"
"FFCC182438";"2018-07-13";"PROV1650";"2018-06-08";"2018-07-16"
"FFCC182450";"2018-07-13";"PROV40000500";"2018-06-11";"2018-07-16"
"FFCC182452";"2018-07-06";"PROV1734";"2018-05-23";"2018-07-09"
"FFCC182453";"2018-07-05";"PROV1734";"2018-06-21";"2018-07-08"
"FFCC182455";"2018-07-06";"PROV1397";"2018-06-27";"2018-07-09"
"FFCC182457";"2018-07-01";"PROV40001000";"2018-05-14";"2018-07-04"
"FFCC182458";"2018-07-11";"PROV40001000";"2018-06-05";"2018-07-14"
"FFCC182459";"2018-07-12";"PROV1938";"2018-06-18";"2018-07-15"
"FFCC182465";"2018-07-20";"PROV1734";"2018-06-23";"2018-07-23"
"FFCC182472";"2018-07-14";"PROV40002330";"2018-05-27";"2018-07-17"
"FFCC182475";"2018-07-15";"PROV1900";"2018-06-25";"2018-07-18"
"FFCC182476";"2018-07-15";"PROV1895";"2018-06-19";"2018-07-18"
"FFCC182484";"2018-07-01";"PROV1964";"2018-05-12";"2018-07-04"
"FFCC182485";"2018-07-20";"PROV40000500";"2018-05-30";"2018-07-23"
"FFCC182486";"2018-07-03";"PROV2093";"2018-05-29";"2018-07-06"
"FFCC182487";"2018-07-17";"PROV1014";"2018-06-17";"2018-07-20"
"FFCC182489";"2018-07-20";"PROV40000520";"2018-07-10";"2018-07-23"
"FFCC182492";"2018-07-24";"PROV2101";"2018-06-17";"2018-07-27"
"FFCC182493";"2018-07-23";"PROV1650";"2018-06-19";"2018-07-26"
"FFCC182494";"2018-07-25";"PROV40002720";"2018-07-10";"2018-07-28"
"FFCC182495";"2018-07-01";"PROV1585";"2018-05-12";"2018-07-04"
"FFCC182500";"2018-07-19";"PROV40002220";"2018-07-08";"2018-07-22"
"FFCC182524";"2018-07-01";"PROV41001142";"2018-06-05";"2018-07-04"
"FFCC182525";"2018-07-17";"PROV1756";"2018-05-26";"2018-07-20"
"FFCC182526";"2018-07-01";"PROV1940";"2018-06-09";"2018-07-04"
"FFCC182529";"2018-07-11";"PROV40001000";"2018-06-20";"2018-07-14"
"FFCC182530";"2018-07-01";"PROV1398";"2018-05-11";"2018-07-04"
"FFCC182535";"2018-07-01";"PROV1964";"2018-06-10";"2018-07-04"
"FFCC182539";"2018-07-20";"PROV1397";"2018-06-27";"2018-07-23"
"FFCC182540";"2018-07-01";"PROV1475";"2018-06-05";"2018-07-04"
"FFCC182543";"2018-07-17";"PROV40001825";"2018-06-06";"2018-07-20"
"FFCC182544";"2018-07-27";"PROV40002720";"2018-06-18";"2018-07-30"
"FFCC182545";"2018-07-27";"PROV40000850";"2018-06-14";"2018-07-30"
"FFCC182547";"2018-07-21";"PROV40002330";"2018-07-08";"2018-07-24"
"FFCC182548";"2018-07-20";"PROV1465";"2018-06-14";"2018-07-23"
"FFCC182549";"2018-07-25";"PROV1465";"2018-06-25";"2018-07-28"
"FFCC182563";"2018-07-01";"PROV1585";"2018-06-27";"2018-07-04"
"FFCC182582";"2018-07-20";"PROV1014";"2018-07-05";"2018-07-23"
"FFCC182584";"2018-07-26";"PROV1938";"2018-07-03";"2018-07-29"
"FFCC182587";"2018-07-27";"PROV40000500";"2018-07-13";"2018-07-30"
"FFCC182588";"2018-07-25";"PROV1441";"2018-06-22";"2018-07-28"
"FFCC182589";"2018-07-05";"PROV1649";"2018-05-14";"2018-07-08"
"FFCC182590";"2018-07-27";"PROV1649";"2018-07-15";"2018-07-30"
"FFCC182592";"2018-07-27";"PROV40002330";"2018-07-13";"2018-07-30"
"FFCC182603";"2018-07-31";"PROV41000980";"2018-07-10";"2018-08-03"
"FFCC182604";"2018-07-31";"PROV40002065";"2018-06-30";"2018-08-03"
"FFCC182607";"2018-07-26";"PROV1976";"2018-06-04";"2018-07-29"
"FFCC182608";"2018-07-01";"PROV1551";"2018-05-18";"2018-07-04"
"FFCC182611";"2018-07-31";"PROV40000520";"2018-07-10";"2018-08-03"
"FFCC182612";"2018-07-18";"PROV1734";"2018-06-01";"2018-07-21"
"FFCC182613";"2018-07-01";"PROV1003";"2018-06-22";"2018-07-04"
"FFCC182614";"2018-07-31";"PROV40001470";"2018-07-25";"2018-08-03"
"FFCC182615";"2018-07-20";"PROV40000187";"2018-06-16";"2018-07-23"
"FFCC182618";"2018-07-31";"PROV1323";"2018-07-23";"2018-08-03"
"FFCC182621";"2018-07-31";"PROV1129";"2018-07-17";"2018-08-03"
"FFCC182622";"2018-07-01";"PROV2017";"2018-05-12";"2018-07-04"
"FFCC182624";"2018-07-27";"PROV1485";"2018-06-20";"2018-07-30"
"FFCC182626";"2018-07-31";"PROV1558";"2018-07-04";"2018-08-03"
"FFCC182627";"2018-07-01";"PROV1475";"2018-06-04";"2018-07-04"
"FFCC182671";"2018-07-17";"PROV41001800";"2018-06-05";"2018-07-20"
"FFCC182690";"2018-08-01";"PROV40001000";"2018-07-07";"2018-08-04"
"FFCC182721";"2018-08-02";"PROV40001000";"2018-06-15";"2018-08-05"
"FFCC182724";"2018-08-01";"PROV1014";"2018-06-12";"2018-08-04"
"FFCC182727";"2018-08-02";"PROV1484";"2018-07-12";"2018-08-05"
"FFCC182735";"2018-08-08";"PROV1734";"2018-07-30";"2018-08-11"
"FFCC182748";"2018-08-04";"PROV1734";"2018-06-14";"2018-08-07"
"FFCC182766";"2018-08-08";"PROV40001000";"2018-06-25";"2018-08-11"
"FFCC182779";"2018-08-01";"PROV1938";"2018-06-29";"2018-08-04"
"FFCC182780";"2018-08-02";"PROV1191";"2018-06-17";"2018-08-05"
"FFCC182781";"2018-08-01";"PROV1479";"2018-06-22";"2018-08-04"
"FFCC182785";"2018-08-06";"PROV40002330";"2018-07-08";"2018-08-09"
"FFCC182789";"2018-08-02";"PROV1014";"2018-07-14";"2018-08-05"
"FFCC182790";"2018-08-03";"PROV1014";"2018-06-24";"2018-08-06"
"FFCC182793";"2018-08-10";"PROV40000850";"2018-07-01";"2018-08-13"
"FFCC182794";"2018-08-01";"PROV1485";"2018-06-27";"2018-08-04"
"FFCC182819";"2018-08-01";"PROV1485";"2018-07-14";"2018-08-04"
"FFCC182821";"2018-08-01";"PROV1397";"2018-07-09";"2018-08-04"
"FFCC182825";"2018-08-01";"PROV1875";"2018-06-14";"2018-08-04"
"FFCC182830";"2018-08-07";"PROV41001800";"2018-07-18";"2018-08-10"
"FFCC182835";"2018-08-20";"PROV40000520";"2018-08-07";"2018-08-23"
"FFCC182838";"2018-08-01";"PROV1585";"2018-07-22";"2018-08-04"
"FFCC182843";"2018-08-01";"PROV40001825";"2018-07-11";"2018-08-04"
"FFCC182844";"2018-08-01";"PROV40001825";"2018-06-14";"2018-08-04"
"FFCC182848";"2018-08-01";"PROV1475";"2018-07-04";"2018-08-04"
"FFCC182870";"2018-08-01";"PROV1964";"2018-06-17";"2018-08-04"
"FFCC182874";"2018-08-10";"PROV1397";"2018-07-22";"2018-08-13"
"FFCC182875";"2018-08-10";"PROV1397";"2018-07-23";"2018-08-13"
"FFCC182884";"2018-08-01";"PROV1398";"2018-06-24";"2018-08-04"
"FFCC182893";"2018-08-21";"PROV1650";"2018-07-08";"2018-08-24"
"FFCC182894";"2018-08-22";"PROV1650";"2018-08-11";"2018-08-25"
"FFCC182897";"2018-08-24";"PROV40000520";"2018-08-14";"2018-08-27"
"FFCC182898";"2018-08-01";"PROV1585";"2018-06-28";"2018-08-04"
"FFCC182901";"2018-08-20";"PROV1485";"2018-07-10";"2018-08-23"
"FFCC182903";"2018-08-16";"PROV40001825";"2018-07-28";"2018-08-19"
"FFCC182908";"2018-08-01";"PROV1936";"2018-06-07";"2018-08-04"
"FFCC182914";"2018-08-24";"PROV1255";"2018-06-29";"2018-08-27"
"FFCC182917";"2018-08-28";"PROV1448";"2018-07-15";"2018-08-31"
"FFCC182920";"2018-08-29";"PROV1475";"2018-07-25";"2018-09-01"
"FFCC182925";"2018-08-29";"PROV40002330";"2018-07-14";"2018-09-01"
"FFCC182926";"2018-08-25";"PROV40002330";"2018-08-07";"2018-08-28"
"FFCC182940";"2018-08-31";"PROV40002065";"2018-08-15";"2018-09-03"
"FFCC182941";"2018-08-31";"PROV40002065";"2018-08-13";"2018-09-03"
"FFCC182944";"2018-08-31";"PROV1558";"2018-08-08";"2018-09-03"
"FFCC182946";"2018-08-31";"PROV40000520";"2018-07-31";"2018-09-03"
"FFCC182949";"2018-08-28";"PROV1650";"2018-07-22";"2018-08-31"
"FFCC182950";"2018-08-30";"PROV1900";"2018-07-16";"2018-09-02"
"FFCC182970";"2018-08-31";"PROV40000850";"2018-08-27";"2018-09-03"
"FFCC182972";"2018-08-15";"PROV1895";"2018-07-17";"2018-08-18"
"FFCC182974";"2018-08-31";"PROV40001470";"2018-08-13";"2018-09-03"
"FFCC182975";"2018-08-28";"PROV1027";"2018-08-12";"2018-08-31"
"FFCC182976";"2018-08-20";"PROV1647";"2018-07-15";"2018-08-23"
"FFCC182984";"2018-08-01";"PROV2017";"2018-06-19";"2018-08-04"
"FFCC182985";"2018-08-01";"PROV2017";"2018-07-22";"2018-08-04"
"FFCC182989";"2018-08-29";"PROV1397";"2018-07-20";"2018-09-01"
"FFCC182990";"2018-08-05";"PROV40000187";"2018-06-26";"2018-08-08"
"FFCC182992";"2018-08-01";"PROV1875";"2018-06-20";"2018-08-04"
"FFCC182996";"2018-08-23";"PROV1938";"2018-07-20";"2018-08-26"
"FFCC183031";"2018-08-31";"PROV1976";"2018-08-09";"2018-09-03"
"FFCC183032";"2018-08-31";"PROV1323";"2018-08-17";"2018-09-03"
"FFCC183044";"2018-08-27";"PROV1441";"2018-07-18";"2018-08-30"
"FFCC183082";"2018-08-31";"PROV1129";"2018-07-15";"2018-09-03"
"FFCC183086";"2018-08-29";"PROV1509";"2018-07-24";"2018-09-01"
"FFCC183091";"2018-08-01";"PROV1968";"2018-07-04";"2018-08-04"
"FFCC183101";"2018-08-15";"PROV1428";"2018-07-24";"2018-08-18"
"FFCC183104";"2018-08-01";"PROV1485";"2018-07-17";"2018-08-04"
"FFCC183130";"2018-08-29";"PROV40001000";"2018-07-25";"2018-09-01"
"FFCC183136";"2018-09-10";"PROV1485";"2018-08-01";"2018-09-13"
"FFCC183140";"2018-08-01";"PROV2017";"2018-06-30";"2018-08-04"
"FFCC183143";"2018-08-31";"PROV41000980";"2018-08-14";"2018-09-03"
"FFCC183144";"2018-08-14";"PROV1968";"2018-07-02";"2018-08-17"
"FFCC183148";"2018-08-09";"PROV1734";"2018-07-13";"2018-08-12"
"FFCC183156";"2018-08-23";"PROV1485";"2018-07-24";"2018-08-26"
"FFCC183157";"2018-08-24";"PROV40002220";"2018-08-11";"2018-08-27"
"FFCC183158";"2018-08-01";"PROV1014";"2018-06-16";"2018-08-04"
"FFCC183183";"2018-09-07";"PROV40000520";"2018-08-26";"2018-09-10"
"FFCC183184";"2018-09-05";"PROV1465";"2018-07-27";"2018-09-08"
"FFCC183185";"2018-09-05";"PROV1014";"2018-07-22";"2018-09-08"
"FFCC183187";"2018-09-04";"PROV1014";"2018-08-27";"2018-09-07"
"FFCC183193";"2018-09-11";"PROV1895";"2018-07-24";"2018-09-14"
"FFCC183194";"2018-09-10";"PROV1014";"2018-08-11";"2018-09-13"
"FFCC183196";"2018-09-15";"PROV40000520";"2018-09-03";"2018-09-18"
"FFCC183197";"2018-09-01";"PROV1816";"2018-08-15";"2018-09-04"
"FFCC183203";"2018-09-15";"PROV1734";"2018-08-31";"2018-09-18"
"FFCC183204";"2018-09-03";"PROV1756";"2018-07-26";"2018-09-06"
"FFCC183215";"2018-09-12";"PROV1484";"2018-08-14";"2018-09-15"
"FFCC183216";"2018-09-04";"PROV40002330";"2018-08-04";"2018-09-07"
"FFCC183217";"2018-09-07";"PROV40002330";"2018-08-31";"2018-09-10"
"FFCC183218";"2018-09-15";"PROV1129";"2018-08-31";"2018-09-18"
"FFCC183222";"2018-09-10";"PROV1170";"2018-08-30";"2018-09-13"
"FFCC183247";"2018-09-03";"PROV40001000";"2018-08-14";"2018-09-06"
"FFCC183252";"2018-09-01";"PROV40001825";"2018-07-20";"2018-09-04"
"FFCC183253";"2018-09-01";"PROV40001825";"2018-07-29";"2018-09-04"
"FFCC183258";"2018-09-17";"PROV1650";"2018-09-03";"2018-09-20"
"FFCC183265";"2018-09-05";"PROV1441";"2018-07-31";"2018-09-08"
"FFCC183273";"2018-09-21";"PROV40000520";"2018-08-31";"2018-09-24"
"FFCC183287";"2018-09-01";"PROV1964";"2018-08-13";"2018-09-04"
"FFCC183293";"2018-09-11";"PROV1585";"2018-07-26";"2018-09-14"
"FFCC183298";"2018-09-18";"PROV40002330";"2018-08-26";"2018-09-21"
"FFCC183299";"2018-09-14";"PROV40000500";"2018-07-24";"2018-09-17"
"FFCC183316";"2018-09-25";"PROV40002720";"2018-09-08";"2018-09-28"
"FFCC183322";"2018-09-19";"PROV1756";"2018-08-26";"2018-09-22"
"FFCC183323";"2018-09-14";"PROV1428";"2018-08-19";"2018-09-17"
"FFCC183331";"2018-09-20";"PROV1397";"2018-08-30";"2018-09-23"
"FFCC183338";"2018-09-22";"PROV40002330";"2018-08-10";"2018-09-25"
"FFCC183364";"2018-09-28";"PROV1734";"2018-09-04";"2018-10-01"
"FFCC183365";"2018-09-29";"PROV1734";"2018-08-24";"2018-10-02"
"FFCC183366";"2018-09-29";"PROV1558";"2018-08-18";"2018-10-02"
"FFCC183371";"2018-09-01";"PROV1585";"2018-08-01";"2018-09-04"
"FFCC183374";"2018-09-17";"PROV40001000";"2018-09-01";"2018-09-20"
"FFCC183378";"2018-09-30";"PROV40000850";"2018-08-13";"2018-10-03"
"FFCC183382";"2018-09-01";"PROV41001142";"2018-08-17";"2018-09-04"
"FFCC183385";"2018-09-30";"PROV41000980";"2018-08-14";"2018-10-03"
"FFCC183392";"2018-09-20";"PROV41001800";"2018-09-10";"2018-09-23"
"FFCC183393";"2018-09-18";"PROV41001800";"2018-08-17";"2018-09-21"
"FFCC183401";"2018-09-25";"PROV40000187";"2018-09-16";"2018-09-28"
"FFCC183402";"2018-09-10";"PROV40000187";"2018-08-19";"2018-09-13"
"FFCC183434";"2018-09-27";"PROV1441";"2018-08-14";"2018-09-30"
"FFCC183446";"2018-09-29";"PROV40002330";"2018-08-07";"2018-10-02"
"FFCC183448";"2018-09-30";"PROV40000520";"2018-09-11";"2018-10-03"
"FFCC183464";"2018-09-20";"PROV1959";"2018-08-07";"2018-09-23"
"FFCC183465";"2018-09-27";"PROV1968";"2018-08-06";"2018-09-30"
"FFCC183477";"2018-09-20";"PROV1027";"2018-08-13";"2018-09-23"
"FFCC183479";"2018-09-01";"PROV41001142";"2018-08-03";"2018-09-04"
"FFCC183481";"2018-09-01";"PROV41001142";"2018-07-19";"2018-09-04"
"FFCC183486";"2018-09-28";"PROV40000500";"2018-08-24";"2018-10-01"
"FFCC183489";"2018-09-30";"PROV40002065";"2018-08-31";"2018-10-03"
"FFCC183490";"2018-09-21";"PROV1976";"2018-08-25";"2018-09-24"
"FFCC183492";"2018-09-07";"PROV1650";"2018-08-06";"2018-09-10"
"FFCC183493";"2018-09-21";"PROV1650";"2018-08-29";"2018-09-24"
"FFCC183496";"2018-09-21";"PROV40000500";"2018-09-01";"2018-09-24"
"FFCC183499";"2018-09-24";"PROV40001000";"2018-08-10";"2018-09-27"
"FFCC183502";"2018-09-01";"PROV1875";"2018-08-05";"2018-09-04"
"FFCC183514";"2018-09-01";"PROV1875";"2018-08-17";"2018-09-04"
"FFCC183515";"2018-09-24";"PROV1014";"2018-09-09";"2018-09-27"
"FFCC183520";"2018-10-09";"PROV1734";"2018-08-21";"2018-10-12"
"FFCC183526";"2018-09-01";"PROV2017";"2018-08-25";"2018-09-04"
"FFCC183527";"2018-09-01";"PROV1398";"2018-07-08";"2018-09-04"
"FFCC183530";"2018-09-01";"PROV1003";"2018-07-31";"2018-09-04"
"FFCC183531";"2018-10-01";"PROV1003";"2018-09-05";"2018-10-04"
"FFCC183535";"2018-09-28";"PROV40002220";"2018-09-15";"2018-10-01"
"FFCC183541";"2018-09-01";"PROV1585";"2018-07-30";"2018-09-04"
"FFCC183564";"2018-10-16";"PROV1976";"2018-08-24";"2018-10-19"
"FFCC183573";"2018-10-15";"PROV40001470";"2018-09-25";"2018-10-18"
"FFCC183588";"2018-10-01";"PROV1940";"2018-09-11";"2018-10-04"
"FFCC183591";"2018-10-04";"PROV40001000";"2018-09-09";"2018-10-07"
"FFCC183615";"2018-10-05";"PROV1397";"2018-09-07";"2018-10-08"
"FFCC183617";"2018-10-10";"PROV1734";"2018-09-11";"2018-10-13"
"FFCC183626";"2018-10-02";"PROV1191";"2018-08-17";"2018-10-05"
"FFCC183627";"2018-10-05";"PROV40000850";"2018-08-19";"2018-10-08"
"FFCC183629";"2018-10-05";"PROV40000520";"2018-08-31";"2018-10-08"
"FFCC183630";"2018-10-15";"PROV40000520";"2018-08-25";"2018-10-18"
"FFCC183631";"2018-10-15";"PROV1650";"2018-08-27";"2018-10-18"
"FFCC183632";"2018-10-15";"PROV1900";"2018-10-09";"2018-10-18"
"FFCC183633";"2018-10-05";"PROV40002330";"2018-08-14";"2018-10-08"
"FFCC183634";"2018-10-13";"PROV40002330";"2018-09-16";"2018-10-16"
"FFCC183635";"2018-10-01";"PROV1485";"2018-08-18";"2018-10-04"
"FFCC183645";"2018-10-10";"PROV1441";"2018-09-11";"2018-10-13"
"FFCC183646";"2018-10-11";"PROV40000735";"2018-08-31";"2018-10-14"
"FFCC183647";"2018-10-11";"PROV40000500";"2018-09-30";"2018-10-14"
"FFCC183651";"2018-10-16";"PROV2103";"2018-09-08";"2018-10-19"
"FFCC183653";"2018-10-01";"PROV1475";"2018-08-18";"2018-10-04"
"FFCC183658";"2018-10-24";"PROV1734";"2018-09-16";"2018-10-27"
"FFCC183665";"2018-10-01";"PROV1585";"2018-08-14";"2018-10-04"
"FFCC183668";"2018-10-18";"PROV1734";"2018-10-01";"2018-10-21"
"FFCC183683";"2018-10-09";"PROV41001401";"2018-09-24";"2018-10-12"
"FFCC183696";"2018-10-25";"PROV40002720";"2018-10-12";"2018-10-28"
"FFCC183698";"2018-10-22";"PROV1014";"2018-09-21";"2018-10-25"
"FFCC183700";"2018-10-12";"PROV1428";"2018-08-24";"2018-10-15"
"FFCC183704";"2018-10-02";"PROV1558";"2018-09-04";"2018-10-05"
"FFCC183706";"2018-10-24";"PROV1876";"2018-09-12";"2018-10-27"
"FFCC183707";"2018-10-24";"PROV1876";"2018-10-20";"2018-10-27"
"FFCC183712";"2018-10-15";"PROV1129";"2018-09-12";"2018-10-18"
"FFCC183714";"2018-10-01";"PROV1968";"2018-08-28";"2018-10-04"
"FFCC183717";"2018-10-01";"PROV1585";"2018-08-20";"2018-10-04"
"FFCC183734";"2018-10-25";"PROV2047";"2018-09-28";"2018-10-28"
"FFCC183735";"2018-10-20";"PROV1465";"2018-10-01";"2018-10-23"
"FFCC183744";"2018-10-26";"PROV40000520";"2018-10-04";"2018-10-29"
"FFCC183760";"2018-10-17";"PROV1976";"2018-08-29";"2018-10-20"
"FFCC183762";"2018-10-10";"PROV40000187";"2018-09-16";"2018-10-13"
"FFCC183763";"2018-10-31";"PROV40000520";"2018-09-23";"2018-11-03"
"FFCC183767";"2018-10-31";"PROV1129";"2018-10-07";"2018-11-03"
"FFCC183778";"2018-10-26";"PROV1485";"2018-10-23";"2018-10-29"
"FFCC183790";"2018-10-30";"PROV40000010";"2018-09-13";"2018-11-02"
"FFCC183840";"2018-10-01";"PROV1585";"2018-09-15";"2018-10-04"
"FFCC183843";"2018-11-07";"PROV1734";"2018-09-27";"2018-11-10"
